date,stock_ticker,issuerTradingSymbol,price,insider_name,insider_cik,relationship,transaction_type,shares,value,shares_total,xml_link
2025-02-13,META,META,719.9702,Zuckerberg Mark,1548760,,Sale,870,626374.07,17784,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002121/dp225012_4-zuckerberg0213.xml
2025-02-13,META,META,720.994,Zuckerberg Mark,1548760,,Sale,2035,1467222.79,15749,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002121/dp225012_4-zuckerberg0213.xml
2025-02-13,META,META,721.948,Zuckerberg Mark,1548760,,Sale,2119,1529807.81,13630,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002121/dp225012_4-zuckerberg0213.xml
2025-02-13,META,META,723.0294,Zuckerberg Mark,1548760,,Sale,3327,2405518.81,10303,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002121/dp225012_4-zuckerberg0213.xml
2025-02-13,META,META,723.9247,Zuckerberg Mark,1548760,,Sale,2958,2141369.26,7345,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002121/dp225012_4-zuckerberg0213.xml
2025-02-13,META,META,725.0749,Zuckerberg Mark,1548760,,Sale,2667,1933774.76,4678,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002121/dp225012_4-zuckerberg0213.xml
2025-02-13,META,META,725.9622,Zuckerberg Mark,1548760,,Sale,1213,880592.15,3465,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002121/dp225012_4-zuckerberg0213.xml
2025-02-13,META,META,727.0729,Zuckerberg Mark,1548760,,Sale,1525,1108786.17,1940,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002121/dp225012_4-zuckerberg0213.xml
2025-02-13,META,META,728.1007,Zuckerberg Mark,1548760,,Sale,1474,1073220.43,466,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002121/dp225012_4-zuckerberg0213.xml
2025-02-13,META,META,728.8085,Zuckerberg Mark,1548760,,Sale,466,339624.76,0,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002121/dp225012_4-zuckerberg0213.xml
2025-02-11,META,META,713.32,Newstead Jennifer,1780525,,Sale,902,643414.64,27488,https://www.sec.gov/Archives/edgar/data/1326801/000095010325001998/dp224823_4-newstead.xml
2025-02-12,META,META,714.15,Zuckerberg Mark,1548760,,Sale,200,142830.0,19468,https://www.sec.gov/Archives/edgar/data/1326801/000095010325001935/dp224874_4-zuckerberg0212.xml
